HGNC ID	Approved Symbol	Entrez Gene ID
29540	NOB1	28987
29543	SNURFL	727686
29544	CA5BP1	340591
29545	SUDS3	64426
29546	SH3YL1	26751
29547	SHCBP1	79801
29548	ECSIT	51295
29549	SPIC	121599
29550	RIC8A	60626
29551	TBRG1	84897
29553	TYMSOS	494514
29554	UBE2O	63893
29555	ZFP30	22835
29556	EFHD1	80303
29557	NEXN	91624
29558	NUAK2	81788
29559	VMP1	81671
29560	THYN1	29087
29561	ARV1	64801
29562	MARF1	9665
29563	CCDC92	80212
29564	C16orf70	80262
29565	DOLPP1	57171
29566	PLPPR2	64748
29567	ACSBG1	23205
29568	LHFPL4	375323
29569	LIPT1	51601
29570	GLS2	27165
29571	LEAP2	116842
29572	LSR	51599
29573	PHLDB2	90102
29574	SFR1	119392
29575	SPACA7	122258
29576	UBALD1	124402
29577	TMEM170A	124491
29578	CCSAP	126731
29579	SPATA18	132671
29580	SSMEM1	136263
29581	C17orf50	146853
29583	GCSAML	148823
29585	TEX9	374618
29586	ALMS1P1	200420
29587	RFESD	317671
29588	CCDC178	374864
29589	TEX38	374973
29590	CTU1	90353
29591	C1orf105	92346
29592	TUSC5	286753
29593	ANKRD37	353322
29594	UQCRQ	27089
29595	REG3G	130120
29596	TMEM176B	28959
29597	IRGM	345611
29598	MACROD1	28992
29599	CASC1	55259
29600	MED19	219541
29601	C17orf80	55028
29602	PDPN	10630
29603	HSFX1	100506164
29604	LYNX1	66004
29605	SH2B3	10019
29606	GBP7	388646
29607	HIST2H4B	554313
29608	MTDH	92140
29609	ACP6	51205
29611	CISD1P1	130500
29612	LAPTM5	7805
29613	LYZL2	119180
29614	LYZL6	57151
29615	LYG2	254773
29616	CNTROB	116840
29618	KIAA1324	57535
29619	MPEG1	219972
29620	ZCRB1	85437
29622	MCAT	27349
29623	MAN2B2	23324
29624	MAPRE1P1	80327
29625	PRSS38	339501
29626	MRGPRD	116512
29629	BUD31	8896
29631	TMEM205	374882
29632	TMEM190	147744
29633	MDS2	259283
29634	MEGF10	84466
29635	MEGF11	84465
29636	MNS1	55329
29639	MAGEF1	64110
29641	MUM1	84939
29642	ANKUB1	389161
29643	MLPH	79083
29644	GDE1	51573
29645	PAQR5	54852
29646	FAM57A	79850
29647	MAGI3	260425
29650	PKMYT1	9088
29652	WDR77	79084
29653	ZNF771	51333
29654	PRR16	51334
29656	THEM6	51337
29657	MIER1	57708
29658	MESP1	55897
29659	MESP2	145873
29660	MESTP1	338470
29661	OMA1	115209
29663	MSMP	692094
29665	MALAT1	378938
29666	MTFMT	123263
29667	C19orf48	84798
29668	HIST2H2AA4	723790
29669	IFT43	112752
29670	GNPTAB	79158
29671	HCG26	352961
29672	MICALL2	79778
29673	MFAP5	8076
29674	RDH16	8608
29675	CLCC1	23155
29676	PUM3	9933
29677	HMHB1	57824
29678	MSTO1	55154
29679	PAM16	51025
29680	SLC25A40	55972
29681	SLC25A33	84275
29682	GFM2	84340
29683	SLC25A32	81034
29685	IARS2	55699
29686	MRPL57P1	126581
29687	MRPL57P2	359729
29688	MRPL57P3	359730
29689	MRPL57P6	134490
29690	MRPL57P7	359731
29691	MRPL57P8	359732
29692	MRPL57P9	359733
29694	MRPL11P2	134008
29695	MRPL11P3	359734
29696	MRPL14P1	359735
29697	MRPL15P1	359736
29698	MRPL2P1	347894
29699	MRPL20P1	359737
29700	MRPL22P1	359738
29701	MRPL3P1	359739
29702	MRPL30P1	359740
29703	MRPL30P2	359817
29704	MRPL32P1	359741
29705	MRPL35P1	359742
29706	MRPL35P2	359743
29707	MRPL35P4	359745
29708	MRPL36P1	285003
29710	MRPL42P1	285415
29711	MRPL42P2	346116
29712	MRPL42P3	359746
29713	MRPL42P4	346470
29714	MRPL42P5	359821
29715	MRPL45P1	359747
29716	MRPL45P2	653479
29717	MRPL49P1	359748
29718	MRPL49P2	346711
29719	MRPL50P1	351143
29720	MRPL50P2	359749
29721	MRPL50P3	359750
29722	MRPL50P4	359751
29723	MRPL51P1	351773
29724	MRPL51P2	343819
29725	MRPL53P1	359752
29726	MRPL9P1	137290
29727	MRPS10P2	359802
29728	MRPS10P1	359753
29729	MRPS10P5	359754
29730	MRPS15P1	359755
29731	MRPS15P2	359756
29732	MRPS16P1	137406
29733	MRPS16P3	338388
29734	MRPS17P1	359803
29735	MRPS17P7	342776
29736	MRPS17P3	359757
29737	MRPS17P5	359758
29738	MRPS17P6	359759
29739	MRPS17P9	359760
29740	MRPS18AP1	359761
29741	MRPS18BP1	359762
29742	MRPS18BP2	359763
29743	MRPS18CP2	286043
29744	MRPS18CP3	359764
29745	MRPS18CP4	349842
29746	MRPS18CP5	359765
29747	MRPS18CP6	343901
29748	MRPS21P1	199900
29749	MRPS21P2	359766
29750	MRPS21P3	359767
29751	MRPS21P4	359768
29752	MRPS21P5	359769
29753	MRPS21P6	359770
29754	MRPS21P7	359771
29755	MRPS21P8	350297
29756	MRPS21P9	359772
29757	MRPS22P1	359773
29758	MRPS23P1	352290
29759	MRPS24P1	338389
29760	MRPS25P1	338390
29762	DAP3P2	359774
29763	MRPS31P1	351449
29764	MRPS33P1	148330
29765	MRPS33P2	359775
29766	MRPS33P3	359776
29767	MRPS33P4	359777
29768	MRPS35P1	339910
29769	MRPS35P2	359778
29770	MRPS35P3	359779
29771	MRPS36P1	347705
29772	MRPS36P2	347706
29773	MRPS36P3	347704
29774	MRPS36P4	347702
29775	MRPS36P5	347703
29776	MRPS36P6	347707
29778	MRPS5P3	133615
29779	MRPS5P4	359797
29780	MRPS6P1	359780
29781	MRPS6P2	359781
29782	MRPS6P4	359782
29783	MRPS7P1	359783
29784	MRPS7P2	341469
29786	SLC25A37	51312
29787	TOP1MT	116447
29788	MTIF3	219402
29789	MTUS1	57509
29796	LAMTOR2	28956
29797	NUP35	129401
29798	MAP3K21	84451
29799	SGMS1	259230
29800	MOB3C	148932
29801	MOB1B	92597
29802	MOB3A	126308
29803	RPL10AP3	137107
29804	MICALL1	85377
29805	NFKBIZ	64332
29806	LRRC25	126364
29807	MORN3	283385
29808	TMPRSS13	84000
29810	MPHOSPH8	54737
29811	NRN1L	123904
29812	DCPS	28960
29813	SAP130	79595
29814	MUS81	80198
29816	FBXO40	51725
29818	TCEAL2	140597
29819	MKL2	57496
29821	ISYNA1	51477
29822	MYO16	23026
29823	MYL6B	140465
29824	MYLPF	29895
29825	MYL10	93408
29826	MYLK3	91807
29827	MYL12B	103910
29828	CCDC171	203238
29829	CDC42BPG	55561
29830	NAT10	55226
29831	NADK	65220
29832	NADSYN1	55191
29834	SDR42E1	93517
29835	NDUFA4P1	360165
29836	NDUFA4L2	56901
29838	NDOR1	27158
29841	CLLU1	574028
29843	NSMF	26012
29845	XKRX	402415
29846	SOCS7	30837
29847	NCKAP5	344148
29849	CADM2	253559
29850	N4BP1	9683
29851	N4BP2	55728
29852	N4BP3	23138
29853	HECW2	57520
29856	FAM192A	80011
29857	AKAP8L	26993
29858	NLK	51701
29859	ABI3	51225
29860	TBC1D3G	101060321
29861	CHRDL1	91851
29862	NRG4	145957
29865	CHMP3	51652
29866	NFASC	23114
29867	SLC22A20	440044
29868	TAGLN3	29114
29869	SHC2	25759
29872	NFAM1	150372
29873	NKAP	79576
29874	THOC7	80145
29875	CRCT1	54544
29876	C1orf43	25912
29877	UBAP2L	9898
29878	NIT2	56954
29882	ISCU	23479
29883	CD300LF	146722
29884	UBASH3B	84959
29885	ICE2	79664
29886	NLRP3P1	347402
29887	NLRP2B	286430
29888	NLRP9P1	347933
29889	NLRC3	197358
29890	NLRX1	79671
29891	TCEA1P2	399511
29893	RMST	196475
29895	KCNIP4-IT1	359822
29897	NSMCE1	197370
29898	C15orf48	84419
29899	DEPDC7	91614
29902	NFE4	58160
29904	LINC00852	84657
29905	CSDE1	7812
29909	NTAN1	123803
29910	NASPP1	282694
29911	C1D	10438
29912	CALCOCO2	10241
29913	ZC3HC1	51530
29914	NUP107	57122
29915	NUP210L	91181
29916	NARF	26502
29917	MDM1	56890
29918	NDUFAF3	25915
29919	NUTM1	256646
29920	CENPV	201161
29923	NUCKS1	64710
29925	GNL2	29889
29926	NOP58	51602
29927	NUP50P3	266786
29928	NUP50P2	266785
29929	NUP37	79023
29930	DEFB105B	504180
29931	GNL3	26354
29932	COASY	80347
29933	NLRC5	84166
29934	WDR87	83889
29935	SPATA16	83893
29936	TTC29	83894
29937	CCDC65	85478
29938	CACTIN	58509
29940	FAM153A	285596
29941	GATAD1	57798
29942	TSPAN10	83882
29943	TENM2	57451
29944	TENM3	55714
29945	TENM4	26011
29946	RPL19P2	654382
29947	TRAK1	22906
29953	OIT3	170392
29954	GATS	352954
29955	SLC51A	200931
29956	SLC51B	123264
29957	AZIN2	113451
29958	SDR9C7	121214
29959	TTC33	23548
29960	OSCAR	126014
29961	OSTN	344901
29962	FAM47A	158724
29966	DEFB108B	245911
29969	MGARP	84709
29970	OVCH2	341277
29971	OSCP1	127700
29972	CEP70	80321
29980	FOXR1	283150
29982	QRFP	347148
29983	ZMAT3	64393
29984	TP53AIP1	63970
29989	GATAD2A	54815
29990	NUPR1	26471
29991	PAN3	255967
29992	PAGE5	90737
29993	RHOXF1	158800
29994	TMPRSS11F	389208
29995	CELA2B	51032
29996	GADD45GIP1	90480
29997	OR11H13P	440159
29998	PWAR4	347745
29999	CDR2L	30850
30000	BBS9	27241
30001	PWARSN	347746
30002	DCAF6	55827
30003	C1orf53	388722
30004	SULT1A4	445329
30005	A3GALT2	127550
30006	MAGIX	79917
30008	TXNDC12-AS1	
30009	PEF1	553115
30010	PELI3	246330
30011	RHOXF2	84528
30012	PDF	64146
30013	PGLYRP2	114770
30014	PGLYRP3	114771
30015	PGLYRP4	57115
30020	PRDX2P1	359844
30021	HELZ2	85441
30022	PPARGC1B	133522
30023	PCNP	57092
30024	PEX5L	51555
30025	PPRC1	23082
30026	PLEKHO2	80301
30027	JADE1	79960
30028	GLC3C	
30029	PGS1	9489
30031	PI4K2A	55361
30032	PACS1	55690
30033	PHPT1	29085
30034	PIK3AP1	118788
30035	PIK3R5	23533
30036	PLEKHA5	54477
30037	PLEKHA8	84725
30038	PLA2G4D	283748
30040	PLA2G2F	64600
30041	PLB1	151056
30042	LHPP	64077
30043	PAG1	55824
30045	SMG1	23049
30046	PINX1	54984
30047	LIMS3	96626
30048	PIR	8544
30049	MIR7-3HG	284424
30052	NUP210	23225
30053	PLET1	349633
30054	LGALS14	56891
30055	TMEM115	11070
30057	GPR171	29909
30059	LPCAT4	254531
30060	NOMO1	23420
30061	PMS2CL	441194
30062	SNHG12	85028
30064	PBRM1	55193
30065	PKD1P1	339044
30066	PKD1P2	283955
30067	PKD1P3	339039
30068	PKD1P4	353512
30069	PKD1P5	348156
30070	PKD1P6	353511
30071	KIAA0319L	79932
30072	CD177	57126
30073	POLA2	23649
30074	POLR3A	11128
30075	POLR3G	10622
30076	POLR3C	10623
30077	REEP5	7905
30078	REEP6	92840
30079	TMPRSS9	360200
30080	POM121L9P	29774
30081	POP4	10775
30083	KCNIP4	80333
30084	TCEAL9	51186
30085	VSIR	64115
30086	DUS1L	64118
30087	TSTD2	158427
30088	SETD8P1	57108
30089	PWAR1	145624
30090	PWAR5	8123
30091	PRAM1	84106
30092	NAMPT	10135
30093	OSGIN1	29948
30096	SF3B6	51639
30097	PCF11	51585
30098	CPSF7	79869
30099	NPB	256933
30100	PSENEN	55851
30102	CPS1-IT1	29034
30103	C16orf72	29035
30114	FAM156A	29057
30119	FOXN3-AS2	29018
30123	ATAD2	29028
30125	MZB1	51237
30129	POP1	10940
30130	PAQR3	152559
30131	PAQR9	344838
30132	PAQR6	79957
30133	MMD2	221938
30134	PELP1	27043
30135	P4HA3	283208
30136	TMEM159	57146
30138	TMEM123	114908
30139	LZTS3	9762
30140	TBKBP1	9755
30141	ALKBH3	221120
30142	GDF15	9518
30143	PRAC2	360205
30145	PCGEM1	64002
30146	ARGFX	503582
30147	PSMC1P1	151645
30148	MAGOH2P	100506898
30149	PSMC6P2	160410
30150	PSMB3P2	130700
30151	PSMD10P2	280644
30152	PSMD10P3	338091
30153	PSMD12P	317753
30154	PSMD2P1	266783
30156	PSME2P3	338095
30157	PSME2P4	338096
30158	PSME2P5	338097
30159	PSME2P6	338098
30160	PSME2P2	338099
30161	SPG29	619379
30162	EXOC3L2	90332
30163	PRMT3	10196
30164	ZFAND6	54469
30165	LINC00614	645587
30166	MORN2	729967
30167	PDIA4	9601
30168	PDIA6	10130
30171	HSPB8	26353
30172	STRADA	92335
30173	C17orf75	64149
30174	DEFB108E	503840
30175	PPM1AP1	137012
30178	PPME1	51400
30179	SAC3D1	29901
30180	FAM216A	29902
30181	CCDC106	29903
30182	POTEKP	440915
30183	CNFN	84518
30184	PTPDC1	138639
30185	CRBN	51185
30186	GPN3	51184
30187	TMEM167B	56900
30189	GTPBP6	8225
30193	DEFB4B	100289462
30195	KRT90P	85340
30196	KRT89P	85344
30197	KRT88P	85348
30198	KRT87P	85349
30199	SSXP8	326585
30200	VWC2	375567
30201	COMMD10	51397
30203	WDR83OS	51398
30204	C11orf54	28970
30205	AAMDC	28971
30206	RNFT1	51136
30207	ARHGAP29	9411
30208	ERGIC2	51290
30209	PCP2	126006
30211	ACAD11	84129
30212	TANC2	26115
30213	ATP13A2	23400
30215	MACC1	346389
30216	CHMP2A	27243
30217	DIMT1	27292
30219	LRRC30	339291
30220	RFT1	91869
30221	UBAC1	10422
30222	PLEKHA8P1	51054
30224	SLC52A2	79581
30225	SLC52A1	55065
30227	SPPL2A	84888
30228	PREPL	9581
30229	G0S2	50486
30231	TIPRL	261726
30232	SZRD1	26099
30233	TEDDM1	127670
30235	NAT8B	51471
30236	TAAR5	9038
30237	CC2D1A	54862
30238	WLS	79971
30239	CYSTM1	84418
30240	SNRNP27	11017
30241	PHF2P1	266695
30242	TUSC3	7991
30243	DAOA-AS1	282706
30244	LPCAT3	10162
30245	GPR174	84636
30246	ZCCHC17	51538
30247	TEX264	51368
30248	SMIM3	85027
30249	QSOX2	169714
30251	BAMBI	25805
30252	NAT6	24142
30253	CYB561D2	11068
30255	PRELID1	27166
30256	PYGO1	26108
30257	PYGO2	90780
30258	PYM1	84305
30259	PDXP	57026
30260	PNPO	55163
30261	PYDC1	260434
30262	PYCR2	29920
30263	PDP2	57546
30264	PDPR	55066
30265	RAB11FIP1	80223
30266	RILP	83547
30267	RAB11FIP4	84440
30268	RAB37	326624
30269	RAB3C	115827
30273	RAB8B	51762
30275	ARHGEF25	115557
30278	RFTN1	23180
30279	RALGPS2	55103
30281	RGL1	23179
30282	RGL3	57139
30285	RUFY3	22902
30286	RUNDC3B	154661
30287	RPTOR	57521
30288	DTL	51514
30289	RASL12	51285
30290	DNAJC27	51277
30291	G3BP2	9908
30292	G3BP1	10146
30293	TMEM158	25907
30295	RASL10B	91608
30296	RAVER1	125950
30297	RCC2	55920
30298	UIMC1	51720
30299	LRIF1	55791
30300	WDR61	80349
30301	SEC16B	89866
30303	SRPK2P	100419416
30304	RGS9BP	388531
30305	RPA4	29935
30306	PHB2	11331
30307	UBXN8	7993
30308	RGMA	56963
30309	RER1	11079
30310	RTBDN	83546
30311	SDR16C5	195814
30313	UBR4	23352
30314	FAM208A	23272
30316	RBP7	116362
30319	MCF2L2	23101
30320	ARHGAP22	58504
30321	MPRIP	23164
30322	ARHGEF28	64283
30323	DTX3L	151636
30324	RFK	55312
30325	RBKS	64080
30326	ZBTB8OSP2	729898
30327	RPP14	11102
30329	RPP38	10557
30334	RPL9P8	254948
30335	RPL9P7	6126
30338	RIC3	79608
30339	RIMBP2	23504
30340	RNF126P1	376412
30341	PCGF7P	253272
30342	RNF138P1	379013
30343	DNAJC13	23317
30344	VN2R1P	344760
30346	RRN3	54700
30347	POLR3E	55718
30348	POLR3B	55703
30349	POLR3H	171568
30350	RPF1	80135
30352	SNORD14C	85389
30353	SNORD14D	85390
30354	SNORD14E	85391
30355	SNORD38A	94162
30356	SNORD38B	94163
30357	SNORD73B	114655
30358	RBM47	54502
30359	CSDC2	27254
30361	RPP25	54913
30362	SBSPON	157869
30363	RPL13P5	283345
30365	ENOSF1	55556
30366	TMEM131	23505
30367	S100Z	170591
30368	DLGAP3	58512
30369	SAGE1	55511
30370	CCDC18	343099
30372	KLHL40	131377
30373	DNMBP	23268
30375	CD163L1	283316
30376	SHISA5	51246
30377	SCRIB	23513
30378	EXOC3	11336
30379	SEH1L	81929
30380	EXOC1	55763
30381	SCRN2	90507
30382	SCRN3	79634
30384	NENF	29937
30385	SCAMP4	113178
30386	SCAMP5	192683
30387	VMO1	284013
30388	CLEC18A	348174
30389	EXOC4	60412
30390	SNX20	124460
30391	IFT172	26160
30394	SELENOK	58515
30395	SELENOO	83642
30396	SELENOS	55829
30397	SELENOM	140606
30399	SELENOV	348303
30400	SEMA3G	56920
30401	LEO1	123169
30402	SENP7	57337
30403	SCAF1	58506
30404	SDSL	113675
30405	PRSS33	260429
30406	HTRA3	94031
30410	TSSK6	83983
30411	HTR7P1	93164
30412	SETD7	80854
30413	TPRA1	131601
30414	TMEM147	10430
30416	SH2D1B	117157
30417	SH2B1	25970
30418	SH3D19	152503
30419	HSD11B1L	374875
30422	SHROOM3	57619
30423	CACYBP	27101
30424	SPPL3	121665
30425	SCUBE2	57758
30426	SRP68P2	252840
30427	SRP68P1	252841
30428	SRP68P3	347717
30430	STAP2	55620
30434	MYBPHL	343263
30435	C1orf100	200159
30437	ASPHD2	57168
30438	MB21D2	151963
30439	SH2D6	284948
30442	LINC01617	101926947
30443	TMEM30CP	644444
30444	FAM66A	100133172
30445	CSNK1A1P2	120321
30446	CSNK1A1P1	161635
30447	PLD6	201164
30449	PTAR1	375743
30450	NAPRT	93100
30451	SLC25A48	153328
30452	FAM92A	137392
30453	TVP23C	201158
30454	RRP7BP	91695
30455	CD300LG	146894
30456	ZG16B	124220
30457	RCCD1	91433
30459	FADS6	283985
30460	CCDC84	338657
30461	ZNF626	199777
30464	EVI5L	115704
30465	EMB	133418
30466	ERVK3-1	105372481
30467	UBR3	130507
30468	LINC00167	440072
30469	FOXR2	139628
30470	LINC00102	
30472	GOLGA6L5P	374650
30476	METTL21A	151194
30477	HEPHL1	341208
30480	FAM171A2	284069
30482	NXNL2	158046
30483	PCMTD1	115294
30486	EEF1DP3	196549
30487	ZNF773	374928
30488	GALNT18	374378
30489	ZNF688	146542
30490	FAM122B	159090
30491	STUM	375057
30492	DNAAF3	352909
30493	WHAMM	123720
30494	USF3	205717
30495	HERC2P9	440248
30497	KIF7	374654
30498	ZNF563	147837
30499	PHLDB3	653583
30500	PRRT2	112476
30502	LYZL1	84569
30506	PLEKHH2	130271
30509	NPW	283869
30510	SPATC1	375686
30511	YIF1B	90522
30512	WDR44	54521
30513	RAB7B	338382
30518	RPS2P32	256355
30519	GLYATL1	92292
30520	CCDC127	133957
30521	SLC46A1	113235
30522	HDDC3	374659
30524	CCDC172	374355
30525	MARVELD3	91862
30526	TMEM110	375346
30527	C11orf53	341032
30528	DNAJC19	131118
30529	CYSRT1	375791
30530	OSTCP1	202459
30531	C11orf52	91894
30532	HAUS8	93323
30533	CXorf51A	100129239
30534	ANGEL2	90806
30535	NUDCD2	134492
30536	DMAC1	90871
30539	DNAAF1	123872
30540	CFAP36	112942
30541	ERI2	112479
30542	SNX29	92017
30543	DPH6	89978
30544	TMEM41A	90407
30545	CDKN2AIPNL	91368
30546	FDX2	112812
30547	BTF3L4	91408
30548	RRN3P1	730092
30550	MARCH6	10299
30551	TXNL4A	10907
30552	PDZRN4	29951
30553	SIAH3	283514
30554	CCL3L3	414062
30555	DDIT4L	115265
30557	SLC25A43	203427
30559	RSRC2	65117
30563	PARS2	25973
30564	YWHAZP5	86123
30565	UBFD1	56061
30567	UPF3AP2	147150
30568	UPF3AP1	147226
30569	TCEA1P3	340501
30570	ZNF627	199692
30571	ZNF625	90589
30574	ZNF519	162655
30575	SIGIRR	59307
30576	ADI1	55256
30577	MIB2	142678
30578	EXPH5	23086
30579	SSH1	54434
30580	SSH2	85464
30581	SSH3	54961
30583	PRAMEF6	440561
30584	SRGAP2C	653464
30586	SMAD5-AS1	9597
30587	SNIP1	79753
30588	MUCL1	118430
30589	HSPB9	94086
30590	TMEM50A	23585
30591	PRAC1	84366
30592	DEFB109E	503839
30593	RAC1P5	402183
30594	UNC45A	55898
30595	PPP1R21	129285
30596	PIGZ	80235
30598	SNRK	54861
30599	CHMP4C	92421
30600	UBXN11	91544
30602	FAM72C	554282
30603	SLC10A6	345274
30605	SEPSECS	51091
30608	SONP1	148300
30611	STT3B	201595
30612	FAM223A	100132967
30613	SPDYA	245711
30614	SPATA19	219938
30615	SPECC1	92521
30616	HILS1	373861
30617	ELP5	23587
30619	SPHKAP	80309
30620	PDGFD	80310
30621	SPNS1	83985
30622	SPIRE1	56907
30623	SPIRE2	84501
30626	YTHDC1	91746
30627	SPPL2B	56928
30628	SPSB1	80176
30629	SPSB3	90864
30630	SPSB4	92369
30631	TADA1	117143
30632	SUPT7L	9913
30633	SHD	56961
30634	SCAP	22937
30635	SOX30	11063
30636	TSACC	128229
30637	SSXP1	100996564
30638	SSXP10	100287603
30640	SSXP3	326341
30641	SSXP4	326337
30642	SSXP5	326339
30643	SSXP6	326587
30644	SSXP7	326590
30645	SSXP9	326586
30646	SND1	27044
30649	CCDC80	151887
30650	STRA6	64220
30651	STON1-GTF2A1L	286749
30652	STON2	85439
30653	STRA8	346673
30654	XRN1	54464
30655	ABRA	137735
30656	ID2B	84099
30657	SLC50A1	55974
30659	SULT1D1P	133150
30660	SAE1	10055
30661	UBA2	10054
30664	CLPB	81570
30666	VHLL	391104
30667	SUSD2	56241
30668	SRPX2	27286
30669	SNAP47	116841
30670	SV2C	22987
30672	SYNPO	11346
30676	SCFD2	152579
30677	GPKOW	27238
30678	TAF9P3	163088
30679	XAGE1C	653048
30681	TAB3	257397
30682	EHBP1L1	254102
30683	TAPBPL	55080
30684	TAX1BP3	30851
30685	TXLNA	200081
30687	TAF9BP1	246135
30688	CAND1	55832
30689	CAND2	23066
30690	SP9	100131390
30691	KBTBD8	84541
30692	LRRC8B	23507
30693	PRAMEF18	391003
30694	MRGPRE	116534
30695	PPTC7	160760
30696	WDR36	134430
30697	ITFG1	81533
30698	TRAT1	50852
30700	TSHZ3	57616
30701	FAM155B	27112
30702	SINHCAF	58516
30703	CCDC54	84692
30704	FAM71F1	84691
30705	SPATA22	84690
30706	MS4A14	84689
30707	TCAM1P	146771
30708	TBC1D3H	729877
30710	CABS1	85438
30711	WDR63	126820
30712	TEX261	113419
30713	ADAD1	132612
30714	ADAD2	161931
30715	PRSS41	360226
30716	PRSS42	339906
30717	PRSS45	377047
30718	DNAJB13	374407
30719	TSKS	60385
30720	SPERT	220082
30721	SPZ1	84654
30722	TEX101	83639
30723	CCDC62	84660
30724	PRR26	414235
30725	TSPAN16	26526
30726	CFAP70	118491
30727	GTF2A1L	11036
30728	NSA2	10412
30729	CSRNP3	80034
30730	TGIF1P1	126052
30738	OR11H12	440153
30739	TMX2	51075
30740	TARS2	80222
30743	TSLP	85480
30744	TMSB15A	11013
30745	DACT3	147906
30747	COPS2	9318
30748	TRHDE	29953
30749	EPB41L4A-AS1	114915
30750	TIPIN	54962
30751	USP32P2	220594
30754	TMED10P1	286102
30755	C16orf82	162083
30757	STXBP5L	9515
30758	PAPD5	64282
30759	TP53TG3	24150
30760	TMEM165	55858
30761	TTC21A	199223
30762	FAM221B	392307
30763	NR2C2AP	126382
30764	TRAIP	10293
30765	TNIK	23043
30766	TRAF3IP3	80342
30767	KNSTRN	90417
30768	ZNF675	171392
30770	NATD1	256302
30771	ELOA2	51224
30773	SUPT20HL1	100130302
30774	TFAP2E	339488
30775	GTF2IRD2	84163
30776	LCORL	254251
30777	CDCA7L	55536
30778	GATAD2B	57459
30779	MTERF2	80298
30780	C1orf61	10485
30781	TADA2B	93624
30782	NAA15	80155
30784	SERTAD2	9792
30785	SAP30BP	29115
30788	TLE6	79816
30790	TGM7	116179
30791	UBIAD1	29914
30792	EIF1B	10289
30793	EIF5B	9669
30794	CEP57	9702
30795	TSPAN11	441631
30796	STRAP	11171
30797	TM9SF4	9777
30798	PRRG3	79057
30799	PRRG4	79056
30800	TMIE	259236
30801	AJAP1	55966
30802	PNPLA2	57104
30803	ZBED5	58486
30804	ZBED8	63920
30806	TREML3P	340206
30807	TREML4	285852
30808	TREML5P	221438
30809	TRIB2	28951
30810	SEPT7P9	285961
30811	CD300LB	124599
30812	SGO2	151246
30813	TRNAU1AP	54952
30815	NEAT1	283131
30817	MRNIP	51149
30824	PRSS55	203074
30825	CADM4	199731
30826	NT5DC3	51559
30827	FAM107A	11170
30828	PTH2	113091
30829	TUBB2B	347733
30830	LIN9	286826
30831	TDRD7	23424
30832	TRAPPC9	83696
30833	CDK2AP2	10263
30834	TRIM59	286827
30836	POC1B	282809
30838	DEFB109D	503838
30839	KRT25	147183
30840	KRT26	353288
30841	KRT27	342574
30842	KRT28	162605
30843	CD302	9936
30844	SEZ6L2	26470
30846	TMPRSS7	344805
30847	DEFB108C	503837
30849	YWHAZP6	158383
30851	YWHAZP4	246737
30852	SNRNP35	11066
30855	U2SURP	23350
30856	IMP4	92856
30857	SNRNP40	9410
30858	EFTUD2	9343
30859	SNRNP200	23020
30860	LSM11	134353
30862	UQCR11	10975
30863	UQCR10	29796
30864	UBE2SP1	246719
30866	UEVLD	55293
30869	ZC3H7B	23264
30871	MGAT4C	25834
30873	CENPN	55839
30879	ITFG2	55846
30880	CISD1	55847
30881	ALG13	79868
30882	USE1	55850
30883	TMEM126B	55863
30884	TEX2	55852
30885	IDI2-AS1	55853
30886	FAM45BP	55855
30887	TRAPPC2L	51693
30888	TBC1D31	93594
30889	USMG5	84833
30890	URGCP	55665
30891	CXorf49	100130361
30892	HUWE1	10075
30893	NDUFB1P1	100190952
30894	UTS2B	257313
30895	CLRN1-AS1	116933
30897	VCPIP1	80124
30898	AVPI1	60370
30899	ZNF655	79027
30900	VENTXP1	139538
30901	VENTXP2	100287345
30902	VENTXP3	349814
30903	VENTXP4	152101
30904	USO1	8615
30905	C8orf34	116328
30906	VILL	50853
30907	SORBS3	10174
30908	RSAD2	91543
30909	SERPINA13P	388007
30910	VWA1	64856
30911	DCAF1	9730
30912	WFIKKN1	117166
30914	WDR48	57599
30915	DCAF7	10238
30916	WFIKKN2	124857
30917	WIZ	58525
30922	LINS1	55180
30923	WIPF2	147179
30925	ADPRM	56985
30926	DTWD1	56986
30927	SLC6A20	54716
30930	XAGE5	170627
30931	ACSM2B	348158
30932	XAF1	54739
30933	BEX2	84707
30934	NUS1P3	11049
30935	YY1AP1	55249
30936	ZNF823	55552
30937	SAMD12-AS1	552860
30938	DZIP3	9666
30939	ZFHX4	79776
30940	ZNF532	55205
30941	ZC3H8	84524
30942	CCDC187	399693
30943	ZNF593	51042
30945	FAM32BP	399656
30946	ZNF233	353355
30948	ZNF585B	92285
30949	ZFP42	132625
30950	ZNF639	51193
30951	ZNF600	162966
30953	ZBTB10	65986
30954	ZNF695	57116
30955	ZNF587	84914
30956	LINC00243	401247
30957	ZNF33CP	79231
30958	ZNF622	90441
30959	ZC3H7A	29066
30960	ZER1	10444
30961	ZG16	653808
30963	RNF144A-AS1	386597
30964	ARMC3	219681
30966	SIAH1P1	340571
30967	TRMO	51531
30968	GAGE10	102724473
30972	SECISBP2	79048
30973	RPL36AP8	643007
30974	LINC00200	399706
30975	GIMAP3P	474345
30978	HCG4P1	387503
30979	HCG4P2	387504
30980	HCG9P1	387505
30981	HCG9P2	387506
30982	HCG9P3	387507
30983	HCG9P5	353019
30984	HCP5B	352990
30988	BNC2	54796
30989	IFT20	90410
30990	ZSWIM2	151112
30991	LRIG3	121227
